Year,Budget (in Billion $),Success Rate (%),Duration (in Days),Num_Collaborators,Tech_Maturity,Budget_Per_Day,Mission Type_Unmanned,Technology Used_Nuclear Propulsion,Technology Used_Reusable Rocket,Technology Used_Solar Propulsion,Technology Used_Traditional Rocket,Country_France,Country_Germany,Country_India,Country_Israel,Country_Japan,Country_Russia,Country_UAE,Country_UK,Country_USA,Satellite Type_Navigation,Satellite Type_Research,Satellite Type_Spy,Satellite Type_Weather,Environmental Impact_Low,Environmental Impact_Medium,Tech_Budget_Power
2020,18.6,79.0,90,2,1.0,0.20439560439560442,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,18.6
2007,1.99,85.0,108,2,1.0,0.018256880733944953,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.99
2022,22.93,50.0,235,2,2.0,0.09716101694915254,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,45.86
2023,35.41,85.0,42,1,3.0,0.8234883720930232,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,106.22999999999999
2005,37.34,92.0,133,3,1.0,0.27865671641791045,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,37.34
2023,27.76,60.0,183,2,4.0,0.1508695652173913,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,111.04
2010,11.61,78.0,90,1,1.0,0.1275824175824176,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,11.61
2017,46.36,60.0,21,3,1.0,2.1072727272727274,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,46.36
2017,46.47,71.0,265,1,2.0,0.17469924812030074,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,92.94
2001,48.98,70.0,174,1,1.0,0.2798857142857143,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,48.98
2014,26.39,92.0,237,2,1.0,0.11088235294117647,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,26.39
2001,7.01,81.0,33,3,2.0,0.2061764705882353,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,14.02
2001,30.84,61.0,7,2,2.0,3.855,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,61.68
2015,0.83,92.0,302,3,4.0,0.002739273927392739,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.32
2007,37.72,92.0,301,2,1.0,0.12490066225165562,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,37.72
2021,17.11,72.0,254,2,4.0,0.06709803921568627,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,68.44
2009,37.28,86.0,42,1,1.0,0.8669767441860465,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,37.28
2020,16.03,65.0,350,3,4.0,0.04566951566951567,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,64.12
2017,25.58,75.0,327,1,2.0,0.07798780487804878,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,51.16
2019,23.56,69.0,315,1,2.0,0.07455696202531645,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,47.12
2000,31.06,86.0,33,3,4.0,0.9135294117647058,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,124.24
2013,14.62,62.0,105,2,1.0,0.13792452830188678,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,14.62
2008,13.52,91.0,173,2,2.0,0.07770114942528736,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,27.04
2003,29.44,86.0,40,3,3.0,0.718048780487805,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,88.32000000000001
2015,46.22,60.0,122,3,1.0,0.3757723577235772,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,46.22
2020,3.91,93.0,280,3,1.0,0.013914590747330962,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,3.91
2001,37.16,59.0,313,2,2.0,0.11834394904458598,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,74.32
2001,41.82,67.0,168,2,1.0,0.24745562130177515,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,41.82
2018,13.62,51.0,223,3,3.0,0.06080357142857142,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,40.86
2013,48.16,58.0,278,1,1.0,0.17261648745519712,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,48.16
2020,31.15,72.0,148,2,1.0,0.20906040268456375,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,31.15
2018,27.81,61.0,14,2,4.0,1.8539999999999999,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,111.24
2002,39.78,67.0,123,1,2.0,0.3208064516129032,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,79.56
2015,7.46,94.0,102,1,1.0,0.07242718446601942,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,7.46
2009,29.19,95.0,60,1,1.0,0.47852459016393445,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,29.19
2025,19.58,70.0,32,1,3.0,0.5933333333333333,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,58.739999999999995
2002,21.38,69.0,240,1,1.0,0.08871369294605809,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,21.38
2015,23.61,95.0,118,3,2.0,0.19840336134453782,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,47.22
2018,19.22,57.0,242,2,1.0,0.07909465020576131,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,19.22
2011,45.14,70.0,109,3,2.0,0.4103636363636364,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,90.28
2005,37.21,65.0,190,3,4.0,0.19481675392670159,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,148.84
2020,46.43,91.0,156,2,4.0,0.2957324840764331,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,185.72
2019,41.23,62.0,134,1,3.0,0.3054074074074074,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,123.69
2006,28.96,84.0,9,2,4.0,2.896,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,115.84
2015,36.27,92.0,47,1,1.0,0.7556250000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,36.27
2011,47.63,57.0,27,3,3.0,1.7010714285714286,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,142.89000000000001
2023,10.38,59.0,146,1,2.0,0.07061224489795918,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,20.76
2008,14.39,96.0,188,1,4.0,0.07613756613756614,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,57.56
2019,38.0,67.0,128,2,2.0,0.29457364341085274,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,76.0
2011,29.31,56.0,305,2,3.0,0.09578431372549019,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,87.92999999999999
2016,19.86,82.0,339,2,4.0,0.05841176470588235,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,79.44
2011,24.27,59.0,356,1,3.0,0.06798319327731092,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,72.81
2022,30.63,86.0,101,3,1.0,0.3002941176470588,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,30.63
2010,4.34,52.0,223,1,3.0,0.019375,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,13.02
2015,43.68,63.0,312,3,1.0,0.1395527156549521,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,43.68
2022,48.11,70.0,206,2,3.0,0.23241545893719806,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,144.32999999999998
2000,9.12,72.0,365,2,4.0,0.024918032786885244,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,36.48
2014,10.94,67.0,111,3,4.0,0.09767857142857142,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,43.76
2021,2.74,79.0,81,2,3.0,0.033414634146341465,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,8.22
2009,37.49,88.0,353,3,1.0,0.10590395480225989,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,37.49
2025,9.9,76.0,231,3,3.0,0.04267241379310345,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,29.700000000000003
2012,28.75,98.0,153,1,1.0,0.18668831168831168,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,28.75
2007,18.52,93.0,73,3,4.0,0.25027027027027027,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,74.08
2013,33.33,90.0,273,3,4.0,0.12164233576642335,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,133.32
2025,11.3,79.0,32,1,2.0,0.34242424242424246,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,22.6
2019,29.43,93.0,106,1,2.0,0.27504672897196264,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,58.86
2017,23.07,62.0,55,3,1.0,0.4119642857142857,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,23.07
2002,6.92,57.0,320,2,1.0,0.021557632398753895,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,6.92
2011,30.9,86.0,126,1,1.0,0.24330708661417322,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,30.9
2020,38.13,88.0,60,2,1.0,0.6250819672131148,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,38.13
2008,29.3,100.0,221,1,1.0,0.131981981981982,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,29.3
2012,47.41,79.0,68,1,1.0,0.6871014492753623,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,47.41
2012,11.09,85.0,150,3,1.0,0.07344370860927152,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,11.09
2025,33.59,57.0,9,3,4.0,3.3590000000000004,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,134.36
2007,40.03,75.0,198,2,1.0,0.20115577889447236,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,40.03
2009,22.06,62.0,33,2,3.0,0.6488235294117647,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,66.17999999999999
2011,48.36,82.0,307,1,4.0,0.15701298701298702,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,193.44
2008,13.39,51.0,30,2,2.0,0.43193548387096775,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,26.78
2019,42.94,85.0,108,1,1.0,0.39394495412844033,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,42.94
2010,17.78,71.0,151,3,2.0,0.11697368421052633,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,35.56
2016,2.35,92.0,170,3,1.0,0.013742690058479532,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,2.35
2000,46.87,72.0,293,2,4.0,0.15942176870748298,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,187.48
2010,38.8,65.0,56,2,1.0,0.6807017543859648,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,38.8
2024,17.26,75.0,327,3,1.0,0.0526219512195122,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,17.26
2012,47.51,59.0,193,3,1.0,0.24489690721649485,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,47.51
2020,4.63,87.0,340,1,4.0,0.013577712609970673,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,18.52
2008,4.94,96.0,293,1,3.0,0.016802721088435377,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,14.82
2016,9.66,53.0,247,1,1.0,0.03895161290322581,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,9.66
2017,9.79,74.0,94,2,1.0,0.10305263157894735,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,9.79
2001,30.75,81.0,297,2,1.0,0.10318791946308725,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,30.75
2016,13.62,65.0,252,2,2.0,0.05383399209486166,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,27.24
2003,49.91,69.0,327,2,4.0,0.15216463414634146,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,199.64
2002,1.13,69.0,169,3,3.0,0.006647058823529411,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3.3899999999999997
2023,26.27,93.0,111,3,3.0,0.23455357142857142,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,78.81
2019,23.27,75.0,167,1,2.0,0.13851190476190475,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,46.54
2010,3.0,53.0,95,2,3.0,0.03125,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,9.0
2012,4.64,67.0,251,2,2.0,0.018412698412698412,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,9.28
2006,3.1,63.0,270,3,2.0,0.011439114391143913,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,6.2
2005,29.13,85.0,121,1,2.0,0.23877049180327867,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,58.26
2012,37.75,96.0,86,3,1.0,0.4339080459770115,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,37.75
2011,23.58,87.0,307,3,1.0,0.07655844155844155,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,23.58
2024,23.15,73.0,66,3,1.0,0.3455223880597015,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23.15
2009,29.97,55.0,112,2,4.0,0.2652212389380531,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,119.88
2009,19.5,82.0,95,1,1.0,0.203125,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,19.5
2018,7.95,68.0,64,2,3.0,0.12230769230769231,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,23.85
2002,14.9,50.0,46,3,1.0,0.3170212765957447,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,14.9
2000,10.68,57.0,105,3,1.0,0.10075471698113207,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,10.68
2022,28.96,65.0,328,1,1.0,0.08802431610942249,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,28.96
2018,28.62,80.0,70,3,4.0,0.4030985915492958,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,114.48
2015,1.97,85.0,43,3,1.0,0.04477272727272727,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,1.97
2000,7.65,84.0,266,2,1.0,0.02865168539325843,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,7.65
2004,25.21,76.0,9,3,1.0,2.521,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,25.21
2024,24.17,83.0,274,3,1.0,0.0878909090909091,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,24.17
2025,5.6,100.0,222,3,1.0,0.025112107623318385,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,5.6
2002,19.67,97.0,290,3,4.0,0.06759450171821306,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,78.68
2000,9.0,69.0,37,1,3.0,0.23684210526315788,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,27.0
2008,16.58,51.0,37,3,4.0,0.43631578947368416,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,66.32
2010,36.05,60.0,99,2,2.0,0.3605,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,72.1
2005,27.24,97.0,123,2,3.0,0.2196774193548387,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,81.72
2022,46.98,64.0,88,1,1.0,0.5278651685393259,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,46.98
2021,22.57,53.0,203,2,1.0,0.11063725490196079,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,22.57
2008,18.07,51.0,194,2,1.0,0.09266666666666667,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,18.07
2009,4.15,75.0,96,1,1.0,0.042783505154639176,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,4.15
2016,8.62,79.0,350,1,3.0,0.024558404558404558,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,25.86
2017,8.56,80.0,291,1,4.0,0.029315068493150687,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,34.24
2006,20.66,96.0,142,2,3.0,0.14447552447552447,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,61.980000000000004
2012,20.45,73.0,232,2,1.0,0.08776824034334764,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,20.45
2013,43.01,59.0,288,3,1.0,0.1488235294117647,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,43.01
2011,26.87,67.0,81,3,3.0,0.3276829268292683,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,80.61
2009,2.81,79.0,151,3,4.0,0.01848684210526316,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,11.24
2020,43.21,55.0,310,3,4.0,0.13893890675241158,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,172.84
2025,49.28,67.0,171,1,3.0,0.28651162790697676,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,147.84
2012,36.81,98.0,313,2,1.0,0.11722929936305733,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,36.81
2024,5.71,78.0,325,1,4.0,0.017515337423312884,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,22.84
2006,21.83,61.0,1,1,4.0,10.915,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,87.32
2021,46.3,74.0,180,2,1.0,0.2558011049723757,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,46.3
2015,33.29,72.0,105,3,1.0,0.3140566037735849,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,33.29
2006,19.9,73.0,334,1,1.0,0.05940298507462686,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,19.9
2005,15.34,90.0,193,2,1.0,0.07907216494845361,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,15.34
2013,44.01,80.0,167,1,3.0,0.2619642857142857,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,132.03
2008,23.9,58.0,178,2,2.0,0.1335195530726257,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,47.8
2024,38.33,57.0,284,2,1.0,0.13449122807017544,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,38.33
2018,24.06,61.0,316,1,4.0,0.07589905362776025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,96.24
2002,22.63,60.0,325,3,2.0,0.06941717791411042,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,45.26
2006,35.15,63.0,296,1,2.0,0.11835016835016834,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,70.3
2012,31.22,84.0,36,3,1.0,0.8437837837837837,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,31.22
2015,30.32,67.0,73,1,2.0,0.4097297297297297,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,60.64
2012,26.5,66.0,364,3,2.0,0.07260273972602739,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,53.0
2001,6.15,86.0,24,3,4.0,0.24600000000000002,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,24.6
2011,4.01,82.0,239,1,3.0,0.016708333333333332,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,12.03
2012,42.0,74.0,112,3,4.0,0.37168141592920356,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,168.0
2009,13.69,70.0,185,2,1.0,0.0736021505376344,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,13.69
2021,47.5,57.0,138,1,1.0,0.34172661870503596,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,47.5
2008,29.24,95.0,303,3,1.0,0.09618421052631579,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,29.24
2021,2.78,60.0,20,3,4.0,0.13238095238095238,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,11.12
2008,3.81,65.0,265,1,1.0,0.014323308270676693,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,3.81
2000,39.54,100.0,130,1,4.0,0.3018320610687023,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,158.16
2001,13.66,75.0,260,2,1.0,0.05233716475095786,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,13.66
2018,35.57,79.0,107,3,1.0,0.32935185185185184,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,35.57
2016,15.64,95.0,330,1,1.0,0.04725075528700907,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,15.64
2025,28.52,50.0,161,3,1.0,0.1760493827160494,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,28.52
2014,38.47,98.0,97,2,3.0,0.39255102040816325,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,115.41
2005,37.22,89.0,80,3,1.0,0.4595061728395062,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,37.22
2000,46.42,73.0,68,1,2.0,0.6727536231884058,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,92.84
2018,49.64,63.0,30,1,1.0,1.6012903225806452,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,49.64
2011,8.35,66.0,48,1,3.0,0.1704081632653061,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,25.049999999999997
2016,22.47,85.0,4,1,4.0,4.494,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,89.88
2003,36.47,61.0,231,2,4.0,0.15719827586206897,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,145.88
2011,25.34,95.0,302,2,3.0,0.08363036303630363,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,76.02
2013,19.46,57.0,120,3,4.0,0.16082644628099174,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,77.84
2012,25.49,59.0,242,2,2.0,0.10489711934156377,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,50.98
2025,31.77,98.0,341,2,4.0,0.09289473684210527,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,127.08
2011,10.59,64.0,290,1,2.0,0.03639175257731959,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,21.18
2021,47.14,71.0,180,2,4.0,0.26044198895027626,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,188.56
2022,31.36,72.0,119,3,2.0,0.2613333333333333,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,62.72
2011,1.53,64.0,339,2,3.0,0.0045,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,4.59
2008,29.78,80.0,210,3,4.0,0.14113744075829385,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,119.12
2001,46.14,52.0,102,1,2.0,0.4479611650485437,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,92.28
2004,31.87,69.0,287,1,3.0,0.11065972222222223,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,95.61
2021,43.98,100.0,137,1,1.0,0.31869565217391305,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,43.98
2002,33.69,89.0,221,2,1.0,0.15175675675675673,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,33.69
2024,32.52,96.0,244,2,2.0,0.13273469387755105,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,65.04
2025,18.54,91.0,15,2,4.0,1.15875,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,74.16
2009,41.7,59.0,17,2,1.0,2.316666666666667,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,41.7
2003,39.26,92.0,16,1,3.0,2.309411764705882,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,117.78
2013,38.44,91.0,9,2,3.0,3.844,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,115.32
2009,13.33,83.0,10,1,2.0,1.211818181818182,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,26.66
2007,24.38,83.0,59,2,1.0,0.4063333333333333,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,24.38
2022,36.15,82.0,243,2,3.0,0.14815573770491802,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,108.44999999999999
2006,29.11,66.0,122,2,1.0,0.23666666666666666,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,29.11
