Year,Budget (in Billion $),Success Rate (%),Duration (in Days),Num_Collaborators,Tech_Maturity,Mission Type_Unmanned,Technology Used_Nuclear Propulsion,Technology Used_Reusable Rocket,Technology Used_Solar Propulsion,Technology Used_Traditional Rocket,Country_France,Country_Germany,Country_India,Country_Israel,Country_Japan,Country_Russia,Country_UAE,Country_UK,Country_USA,Satellite Type_Navigation,Satellite Type_Research,Satellite Type_Spy,Satellite Type_Weather,Environmental Impact_Low,Environmental Impact_Medium,Tech_Budget_Power
2000,49.7,97.0,243,3,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,99.4
2007,16.72,94.0,21,2,3.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,50.16
2001,34.37,72.0,83,2,3.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,103.10999999999999
2007,45.77,95.0,95,1,2.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,91.54
2013,45.36,72.0,139,1,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,45.36
2012,33.38,90.0,104,2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,66.76
2018,47.66,93.0,44,2,3.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,142.98
2008,27.54,68.0,101,3,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,110.16
2006,12.3,95.0,240,1,2.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,24.6
2020,15.29,78.0,65,1,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,61.16
2012,47.72,69.0,251,1,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,95.44
2014,14.71,67.0,266,2,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,44.13
2015,46.56,98.0,144,3,1.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,46.56
2025,21.26,97.0,27,2,3.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,63.78
2024,13.97,55.0,283,1,1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,13.97
2009,15.68,92.0,325,2,1.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,15.68
2004,40.58,63.0,182,2,2.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,81.16
2005,18.0,57.0,202,2,4.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,72.0
2006,35.72,92.0,338,2,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,35.72
2024,16.51,53.0,305,2,1.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,16.51
2002,35.7,100.0,264,2,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,35.7
2000,28.15,71.0,200,1,1.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,28.15
2008,40.61,62.0,96,3,1.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,40.61
2024,17.13,53.0,35,3,2.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,34.26
2018,3.71,95.0,259,2,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,3.71
2018,39.21,77.0,105,2,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,39.21
2001,34.72,57.0,359,2,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,34.72
2013,10.05,57.0,75,3,3.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,30.150000000000002
2006,35.52,86.0,274,3,2.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,71.04
2018,22.86,89.0,205,2,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,22.86
2006,36.54,82.0,192,2,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,36.54
2002,33.53,89.0,279,2,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,134.12
2005,32.4,91.0,166,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,32.4
2003,13.33,55.0,340,1,4.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,53.32
2013,20.04,86.0,330,2,4.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,80.16
2013,49.27,55.0,307,1,3.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,147.81
2025,39.23,94.0,249,2,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,39.23
2010,12.77,82.0,191,2,2.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,25.54
2006,10.63,97.0,363,3,2.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,21.26
2011,25.59,90.0,145,2,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,76.77
2004,40.48,84.0,155,1,3.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,121.44
2017,46.41,58.0,106,3,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,185.64
2008,12.72,94.0,279,2,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,12.72
2012,33.3,88.0,199,3,4.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,133.2
2008,15.67,56.0,265,3,2.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,31.34
2001,16.12,54.0,144,3,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,64.48
2016,46.39,74.0,28,2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,92.78
2023,41.05,73.0,44,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,41.05
2008,3.22,63.0,298,1,3.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,9.66
2004,46.31,89.0,91,2,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,46.31
2012,40.15,89.0,26,2,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,40.15
2000,16.05,51.0,259,1,3.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,48.150000000000006
2004,7.4,55.0,363,2,1.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7.4
2015,38.36,69.0,79,2,3.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,115.08
2025,42.73,97.0,291,1,2.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,85.46
2006,5.87,72.0,268,2,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,23.48
2024,12.12,58.0,112,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,12.12
2006,9.21,59.0,214,3,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,9.21
2005,30.48,57.0,336,2,4.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,121.92
2013,20.02,83.0,300,1,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,20.02
2011,49.37,58.0,336,1,2.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,98.74
2008,21.82,51.0,337,3,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,21.82
2017,25.42,56.0,200,1,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50.84
2013,42.09,82.0,336,2,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,42.09
2018,46.27,51.0,160,3,2.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,92.54
2001,12.21,77.0,123,1,2.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,24.42
2018,24.85,63.0,204,1,2.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,49.7
2010,23.2,90.0,297,1,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,69.6
2019,30.45,84.0,34,2,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,60.9
2008,28.41,65.0,28,1,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,28.41
2021,16.48,97.0,181,1,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,65.92
2014,38.59,54.0,64,2,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,115.77000000000001
2024,48.62,64.0,217,2,3.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,145.85999999999999
2007,11.16,55.0,9,1,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,33.480000000000004
2020,28.63,71.0,336,2,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,28.63
2013,29.29,88.0,191,3,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,29.29
2013,2.21,60.0,278,1,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2.21
2013,24.69,80.0,64,1,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,98.76
2008,27.86,95.0,255,3,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,27.86
2014,31.96,74.0,92,2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,63.92
2002,6.98,69.0,83,3,2.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,13.96
2001,47.71,79.0,141,3,2.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,95.42
2001,48.28,85.0,165,3,2.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,96.56
2012,27.47,85.0,80,2,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,27.47
2012,13.0,77.0,152,2,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,26.0
2006,14.54,60.0,92,1,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,14.54
2002,43.37,56.0,255,1,4.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,173.48
2011,19.4,82.0,294,2,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,19.4
2025,26.74,67.0,265,1,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,80.22
2017,18.46,99.0,230,3,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,18.46
2010,43.7,55.0,299,3,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,43.7
2013,27.01,65.0,254,2,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,27.01
2004,23.36,60.0,303,1,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,23.36
2014,44.35,58.0,188,2,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,177.4
2008,5.74,75.0,121,2,3.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,17.22
2012,27.84,61.0,362,2,2.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,55.68
2000,38.77,96.0,294,2,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,116.31
2009,46.19,84.0,202,1,1.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,46.19
2024,41.47,59.0,321,1,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,41.47
2024,40.25,51.0,146,2,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,40.25
2023,2.74,53.0,189,1,4.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,10.96
2023,36.59,63.0,248,3,2.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,73.18
2011,20.99,72.0,271,3,4.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,83.96
2019,25.43,87.0,129,2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,50.86
2016,8.08,52.0,350,2,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,8.08
2018,12.31,63.0,38,1,3.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,36.93
2023,3.94,82.0,100,3,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,15.76
2002,33.11,73.0,354,3,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,33.11
2023,24.48,71.0,180,2,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,24.48
2023,18.29,56.0,167,1,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,18.29
2009,11.78,55.0,269,3,4.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,47.12
2000,22.33,85.0,284,3,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,22.33
2022,10.11,58.0,23,1,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,20.22
2020,35.61,73.0,193,1,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,71.22
2014,35.81,96.0,7,2,4.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,143.24
2015,40.67,76.0,91,3,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,40.67
2010,19.94,84.0,175,3,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,19.94
2007,37.58,73.0,43,2,1.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,37.58
2014,33.18,71.0,281,1,2.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,66.36
2019,45.73,67.0,39,2,2.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,91.46
2005,16.2,59.0,239,1,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,32.4
2000,49.91,65.0,192,3,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,49.91
2025,4.13,71.0,31,3,2.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,8.26
2018,13.28,87.0,41,1,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,53.12
2023,34.99,82.0,216,3,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,34.99
2002,23.33,66.0,296,1,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,23.33
2013,49.14,86.0,228,2,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,98.28
2023,22.26,51.0,337,2,2.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,44.52
2001,47.54,93.0,3,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,47.54
2006,11.02,73.0,235,3,3.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,33.06
2011,38.86,56.0,291,1,4.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,155.44
2002,1.11,60.0,233,2,2.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,2.22
2024,32.61,50.0,222,2,4.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,130.44
2025,38.7,69.0,307,1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,116.10000000000001
2017,13.02,83.0,106,1,2.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,26.04
2017,22.53,84.0,56,1,1.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,22.53
2020,2.53,60.0,88,3,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.53
2010,30.46,52.0,42,1,4.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,121.84
2004,45.08,86.0,178,2,3.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,135.24
2005,6.35,50.0,157,3,2.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12.7
2016,43.73,83.0,241,1,4.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,174.92
2021,2.22,73.0,65,2,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2.22
2011,28.14,98.0,95,1,4.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,112.56
2009,35.81,74.0,56,3,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,107.43
2001,3.01,99.0,47,2,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3.01
2008,37.59,75.0,198,3,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,37.59
2025,3.32,72.0,360,3,1.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,3.32
2025,26.9,78.0,273,3,4.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,107.6
2017,15.46,81.0,203,3,2.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,30.92
2017,40.28,69.0,256,3,1.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,40.28
2007,49.68,73.0,336,1,1.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,49.68
2005,42.4,66.0,7,2,1.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,42.4
2018,23.07,88.0,36,1,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,69.21000000000001
2011,12.15,94.0,12,2,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,36.45
2011,11.18,70.0,173,3,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,33.54
2002,22.76,80.0,181,3,1.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,22.76
2002,40.26,62.0,15,3,1.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,40.26
2006,1.52,77.0,160,3,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1.52
2022,0.97,90.0,164,1,4.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,3.88
2023,25.0,81.0,48,3,1.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,25.0
2013,34.75,60.0,294,2,1.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,34.75
2009,11.71,52.0,114,1,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,11.71
2018,28.94,56.0,220,2,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,57.88
2011,11.56,83.0,242,1,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,46.24
2020,44.89,97.0,31,1,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,44.89
2011,14.95,60.0,58,2,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,14.95
2016,29.59,91.0,234,2,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,29.59
2013,1.66,89.0,226,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,1.66
2008,38.03,60.0,85,2,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,114.09
2011,31.16,91.0,176,1,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,124.64
2000,18.75,73.0,296,3,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,37.5
2021,20.36,53.0,165,2,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,61.08
2009,10.38,69.0,329,1,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,41.52
2009,44.71,80.0,344,3,1.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,44.71
2015,11.79,75.0,5,2,4.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,47.16
2015,35.26,64.0,298,1,1.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,35.26
2021,2.17,83.0,190,3,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2.17
2016,20.65,75.0,23,3,1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,20.65
2017,36.49,72.0,171,2,3.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,109.47
2000,6.1,54.0,166,3,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,6.1
2000,38.01,67.0,244,1,1.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,38.01
2013,41.11,75.0,64,1,3.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,123.33
2003,28.2,92.0,191,2,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,112.8
2005,4.64,79.0,25,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,4.64
2002,36.0,87.0,282,3,3.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,108.0
2019,28.41,83.0,18,1,4.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,113.64
2014,37.92,67.0,187,3,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,37.92
2012,42.16,50.0,299,2,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,42.16
2000,10.5,91.0,2,2,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,10.5
2003,16.78,66.0,164,1,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,67.12
2002,22.19,53.0,259,2,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,22.19
2021,29.99,61.0,147,2,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,29.99
2014,46.96,72.0,203,3,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,46.96
2022,37.78,51.0,40,3,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,37.78
2000,40.82,92.0,170,2,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,40.82
2003,12.84,96.0,219,3,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,38.519999999999996
2014,14.63,53.0,202,3,2.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,29.26
2019,1.8,87.0,207,3,3.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,5.4
2004,9.58,56.0,20,1,3.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,28.740000000000002
2002,34.72,51.0,164,1,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,34.72
2018,22.03,52.0,159,3,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,22.03
2010,46.53,79.0,55,1,1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,46.53
2009,21.05,90.0,111,3,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,21.05
2012,1.61,57.0,254,1,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,1.61
2022,20.37,91.0,322,1,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,20.37
2021,26.84,60.0,232,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,26.84
2022,21.21,68.0,68,2,3.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,63.63
2009,6.13,71.0,327,2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,12.26
2010,1.28,92.0,187,1,1.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1.28
2017,28.64,62.0,319,1,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,85.92
2000,3.21,52.0,223,1,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3.21
2007,32.75,81.0,148,3,2.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,65.5
2024,9.77,54.0,37,3,1.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,9.77
2003,15.79,51.0,99,2,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,63.16
2020,42.23,70.0,274,1,2.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,84.46
2023,19.14,52.0,313,3,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,57.42
2015,45.69,87.0,352,1,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,91.38
